model,variant,removed_family,feature_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
lightgbm,without_calendar,calendar,12,10,7,4341,-0.00024578678101,-2.15309220165,0.215487973951,-9.99170469783,0.473623589035,0.255413499194,-1.06696041637
lightgbm,without_calendar,calendar,12,10,8,4341,-0.000185126904316,-1.62171168181,0.217768129291,-7.44696520601,0.478230822391,0.249884819166,-0.803635891634
lightgbm,without_calendar,calendar,12,10,9,4341,-0.000199333496151,-1.74616142628,0.217986416626,-8.01041392079,0.47523612071,0.242916378715,-0.86530670679
lightgbm,without_calendar,calendar,12,10,10,4341,-0.000195468595558,-1.71230489709,0.214778794927,-7.9724113252,0.478000460723,0.236351071182,-0.848529173316
lightgbm,without_calendar,calendar,12,10,11,4341,-0.000180972815422,-1.5853218631,0.216617311758,-7.31853724076,0.480304077402,0.233759502419,-0.785602991746
lightgbm,without_range_volatility,range_volatility,12,0,0,4341,2.1050693554e-05,0.184404075533,0.198684222286,0.928126417949,0.505413499194,0.456346463948,0.091381060718
lightgbm,without_range_volatility,range_volatility,12,0,1,4341,3.76504173031e-05,0.329817655575,0.194040584702,1.69973542433,0.513936880903,0.463718037319,0.163440461513
lightgbm,without_range_volatility,range_volatility,12,0,2,4341,4.67013268443e-05,0.409103623156,0.194993248935,2.09803993416,0.515088689242,0.464293941488,0.202730459831
lightgbm,without_range_volatility,range_volatility,12,0,3,4341,3.1737483749e-05,0.278020357641,0.192021855545,1.44785788499,0.511863625893,0.468267680258,0.137772416954
lightgbm,without_range_volatility,range_volatility,12,0,4,4341,3.69051758009e-05,0.323289340016,0.188404305353,1.71593392948,0.510942179221,0.457843814789,0.160205368152
lightgbm,without_range_volatility,range_volatility,12,0,5,4341,4.10308123305e-05,0.359429916015,0.19552320463,1.83829799995,0.512554710896,0.436362589265,0.178114756327
lightgbm,without_range_volatility,range_volatility,12,0,6,4341,1.13819047859e-05,0.0997054859246,0.192292982207,0.518508188809,0.511402902557,0.468728403594,0.0494088486756
lightgbm,without_range_volatility,range_volatility,12,0,7,4341,1.89514179991e-05,0.166014421672,0.192682330475,0.861596500639,0.509560009214,0.462508638563,0.0822681055342
lightgbm,without_range_volatility,range_volatility,12,0,8,4341,1.86851190018e-05,0.163681642455,0.191721979358,0.853744797563,0.516240497581,0.459744298549,0.0811121015866
lightgbm,without_range_volatility,range_volatility,12,0,9,4341,3.55502218381e-05,0.311419943301,0.190963017457,1.63078666984,0.511633264225,0.455828150196,0.154323512999
lightgbm,without_range_volatility,range_volatility,12,0,10,4341,2.12428688245e-05,0.186087530903,0.192525749255,0.966559182981,0.514167242571,0.447074406819,0.0922152935671
lightgbm,without_range_volatility,range_volatility,12,0,11,4341,5.56016836168e-05,0.487070748484,0.194976833284,2.4980954931,0.519235199263,0.430718728404,0.241366908581
lightgbm,without_range_volatility,range_volatility,12,1,0,4341,-2.45839528408e-05,-0.215355426886,0.198694524298,-1.08385184567,0.495968670813,0.456346463948,-0.106718939282
lightgbm,without_range_volatility,range_volatility,12,1,1,4341,-8.7213864288e-06,-0.0763993451162,0.194008645856,-0.393793507394,0.505413499194,0.463718037319,-0.0378595384874
lightgbm,without_range_volatility,range_volatility,12,1,2,4341,2.71932695472e-07,0.00238213041234,0.194946753472,0.0122193900125,0.507256392536,0.464293941488,0.00118045983104
lightgbm,without_range_volatility,range_volatility,12,1,3,4341,-1.50892842768e-05,-0.132182130265,0.192017875909,-0.688384503991,0.502188435844,0.468267680258,-0.0655025830457
lightgbm,without_range_volatility,range_volatility,12,1,4,4341,-8.87920567804e-06,-0.0777818417396,0.188457603099,-0.412728594975,0.499884819166,0.457843814789,-0.0385446318484
lightgbm,without_range_volatility,range_volatility,12,1,5,4341,-2.60544659603e-06,-0.0228237121812,0.195576917074,-0.116699416898,0.501036627505,0.436362589265,-0.0113102436734
lightgbm,without_range_volatility,range_volatility,12,1,6,4341,-3.54909355735e-05,-0.310900595623,0.192368927465,-1.61616847232,0.500115180834,0.468728403594,-0.154066151324
lightgbm,without_range_volatility,range_volatility,12,1,7,4341,-2.72994458571e-05,-0.239143145708,0.192758071316,-1.24063881774,0.498272287491,0.462508638563,-0.118506894466
lightgbm,without_range_volatility,range_volatility,12,1,8,4341,-2.72893108531e-05,-0.239054363073,0.191810057108,-1.24630776237,0.506795669201,0.459744298549,-0.118462898413
lightgbm,without_range_volatility,range_volatility,12,1,9,4341,-1.00325931815e-05,-0.0878855162702,0.191024312178,-0.460075030599,0.499654457498,0.455828150196,-0.043551487001
lightgbm,without_range_volatility,range_volatility,12,1,10,4341,-2.34645718574e-05,-0.205549649471,0.19258967023,-1.067293221,0.504031329187,0.447074406819,-0.101859706433
lightgbm,without_range_volatility,range_volatility,12,1,11,4341,1.25298107765e-05,0.109761142402,0.195046035016,0.562744802237,0.509560009214,0.430718728404,0.0543919085807
lightgbm,without_range_volatility,range_volatility,12,2,0,4341,-7.02185992357e-05,-0.615114929304,0.198779203854,-3.0944631902,0.4867542041,0.456346463948,-0.304818939282
lightgbm,without_range_volatility,range_volatility,12,2,1,4341,-5.50931901607e-05,-0.482616345807,0.194056018507,-2.48699499,0.493895415803,0.463718037319,-0.239159538487
lightgbm,without_range_volatility,range_volatility,12,2,2,4341,-4.61574614533e-05,-0.404339362331,0.194976333896,-2.07378687583,0.496890117484,0.464293941488,-0.200369540169
lightgbm,without_range_volatility,range_volatility,12,2,3,4341,-6.19160523026e-05,-0.542384618171,0.192093225436,-2.82354891454,0.490209629118,0.468267680258,-0.268777583046
lightgbm,without_range_volatility,range_volatility,12,2,4,4341,-5.4663587157e-05,-0.478853023495,0.188590334006,-2.53911753228,0.48997926745,0.457843814789,-0.237294631848
lightgbm,without_range_volatility,range_volatility,12,2,5,4341,-4.62417055225e-05,-0.405077340377,0.195704769381,-2.06983887852,0.489057820779,0.436362589265,-0.200735243673
lightgbm,without_range_volatility,range_volatility,12,2,6,4341,-8.23637759328e-05,-0.721506677171,0.19252615686,-3.74757741463,0.487675650772,0.468728403594,-0.357541151324
lightgbm,without_range_volatility,range_volatility,12,2,7,4341,-7.35503097134e-05,-0.644300713089,0.192911154771,-3.3398831387,0.489288182446,0.462508638563,-0.319281894466
lightgbm,without_range_volatility,range_volatility,12,2,8,4341,-7.3263740708e-05,-0.641790368602,0.191977598899,-3.34304821127,0.496659755817,0.459744298549,-0.318037898413
lightgbm,without_range_volatility,range_volatility,12,2,9,4341,-5.56154082011e-05,-0.487190975842,0.191163430317,-2.54855740469,0.491591799125,0.455828150196,-0.241426487001
lightgbm,without_range_volatility,range_volatility,12,2,10,4341,-6.81720125393e-05,-0.597186829844,0.192729725717,-3.09857147163,0.492282884128,0.447074406819,-0.295934706433
lightgbm,without_range_volatility,range_volatility,12,2,11,4341,-3.05420620639e-05,-0.26754846368,0.195188101293,-1.37072117566,0.501036627505,0.430718728404,-0.132583091419
lightgbm,without_range_volatility,range_volatility,12,5,0,4341,-0.00020712253842,-1.81439343656,0.199478144589,-9.09570038511,0.455194655609,0.456346463948,-0.899118939282
lightgbm,without_range_volatility,range_volatility,12,5,1,4341,-0.000194208601356,-1.70126734788,0.194672941764,-8.73910535519,0.459110803962,0.463718037319,-0.843059538487
lightgbm,without_range_volatility,range_volatility,12,5,2,4341,-0.0001854456439,-1.62450384056,0.1955207412,-8.30860107524,0.460723335637,0.464293941488,-0.805019540169
lightgbm,without_range_volatility,range_volatility,12,5,3,4341,-0.00020239635638,-1.77299208189,0.192793829253,-9.19631135894,0.456807187284,0.468267680258,-0.878602583046
lightgbm,without_range_volatility,range_volatility,12,5,4,4341,-0.000192016731594,-1.68206656876,0.189462956723,-8.87807621,0.454964293941,0.457843814789,-0.833544631848
lightgbm,without_range_volatility,range_volatility,12,5,5,4341,-0.000177150482302,-1.55183822497,0.196531299028,-7.89613782966,0.456576825616,0.436362589265,-0.769010243673
lightgbm,without_range_volatility,range_volatility,12,5,6,4341,-0.000222982297011,-1.95332492182,0.193483056037,-10.0955864654,0.451739230592,0.468728403594,-0.967966151324
lightgbm,without_range_volatility,range_volatility,12,5,7,4341,-0.000212302901282,-1.85977341523,0.193832165424,-9.59476158752,0.459801888966,0.462508638563,-0.921606894466
lightgbm,without_range_volatility,range_volatility,12,5,8,4341,-0.000211187030273,-1.84999838519,0.192954447703,-9.58774678278,0.460492973969,0.459744298549,-0.916762898413
lightgbm,without_range_volatility,range_volatility,12,5,9,4341,-0.00019236385326,-1.68510735456,0.19204556095,-8.77451864141,0.45934116563,0.455828150196,-0.835051487001
lightgbm,without_range_volatility,range_volatility,12,5,10,4341,-0.000202294334585,-1.77209837096,0.193604597872,-9.15318329439,0.464409122322,0.447074406819,-0.878159706433
lightgbm,without_range_volatility,range_volatility,12,5,11,4341,-0.000159757680585,-1.39947728192,0.196049497167,-7.13838751004,0.472932504031,0.430718728404,-0.693508091419
lightgbm,without_range_volatility,range_volatility,12,10,0,4341,-0.000435295770394,-3.81319094865,0.202105770826,-18.8673036553,0.401981110343,0.456346463948,-1.88961893928
lightgbm,without_range_volatility,range_volatility,12,10,1,4341,-0.000426067620016,-3.73235235134,0.197263269301,-18.9206655885,0.410043768717,0.463718037319,-1.84955953849
lightgbm,without_range_volatility,range_volatility,12,10,2,4341,-0.000417592614644,-3.65811130428,0.197929196011,-18.481918676,0.410504492053,0.464293941488,-1.81276954017
lightgbm,without_range_volatility,range_volatility,12,10,3,4341,-0.000436530196509,-3.82400452142,0.195520590718,-19.558065508,0.408891960378,0.468267680258,-1.89497758305
lightgbm,without_range_volatility,range_volatility,12,10,4,4341,-0.000420938638988,-3.68742247754,0.192471406374,-19.1582871815,0.404054365354,0.457843814789,-1.82729463185
lightgbm,without_range_volatility,range_volatility,12,10,5,4341,-0.000395331776935,-3.46310636595,0.199362139154,-17.3709330199,0.407970513707,0.436362589265,-1.71613524367
lightgbm,without_range_volatility,range_volatility,12,10,6,4341,-0.000457346498808,-4.00635532956,0.196665666186,-20.3714019191,0.40129002534,0.468728403594,-1.98534115132
lightgbm,without_range_volatility,range_volatility,12,10,7,4341,-0.000443557220563,-3.88556125214,0.196879369574,-19.7357461096,0.406357982032,0.462508638563,-1.92548189447
lightgbm,without_range_volatility,range_volatility,12,10,8,4341,-0.000441059179547,-3.86367841283,0.1961339242,-19.6991847717,0.412117023727,0.459744298549,-1.91463789841
lightgbm,without_range_volatility,range_volatility,12,10,9,4341,-0.000420277928358,-3.68163465241,0.19503847557,-18.8764531801,0.412117023727,0.455828150196,-1.824426487
lightgbm,without_range_volatility,range_volatility,12,10,10,4341,-0.000425831537994,-3.73028427283,0.196552906544,-18.9785251127,0.417184980419,0.447074406819,-1.84853470643
lightgbm,without_range_volatility,range_volatility,12,10,11,4341,-0.000375117044787,-3.28602531233,0.198912207998,-16.5199780617,0.41925823543,0.430718728404,-1.62838309142
lightgbm,without_returns,returns,12,0,0,4341,6.88263223761e-06,0.0602918584015,0.21886173875,0.275479207767,0.516240497581,0.315883436996,0.0298775065435
lightgbm,without_returns,returns,12,0,1,4341,-4.00380648053e-07,-0.00350733447695,0.21928230222,-0.0159946080529,0.513706519235,0.316632112416,-0.0017380523932
lightgbm,without_returns,returns,12,0,2,4341,1.96577313645e-05,0.172201726753,0.222217904612,0.774922826555,0.514627965906,0.313003916148,0.0853342118534
lightgbm,without_returns,returns,12,0,3,4341,1.60593885636e-05,0.140680243818,0.221081472052,0.63632760589,0.516010135913,0.317150426169,0.0697138057548
lightgbm,without_returns,returns,12,0,4,4341,-4.89305892702e-06,-0.0428631962007,0.222044025679,-0.193039178017,0.505643860862,0.306668970283,-0.0212407688022
lightgbm,without_returns,returns,12,0,5,4341,-4.56519573059e-07,-0.00399911145999,0.21912015238,-0.0182507698017,0.507026030868,0.305171619443,-0.00198175146665
lightgbm,without_returns,returns,12,0,6,4341,-1.22629472463e-05,-0.107423417878,0.221625260916,-0.48470746265,0.506334945865,0.320663441603,-0.0532334539963
lightgbm,without_returns,returns,12,0,7,4341,2.4088382245e-06,0.0211014228466,0.229475983223,0.0919548205014,0.509099285879,0.310930661138,0.0104567667326
lightgbm,without_returns,returns,12,0,8,4341,6.48596363157e-06,0.0568170414126,0.224892413892,0.252640986992,0.516931582585,0.304019811103,0.0281555681247
lightgbm,without_returns,returns,12,0,9,4341,2.64074545237e-05,0.231329301628,0.221230788114,1.04564696262,0.508408200875,0.315307532827,0.114634760088
lightgbm,without_returns,returns,12,0,10,4341,2.83421126172e-05,0.248276906526,0.220668936536,1.12511035955,0.516240497581,0.309318129463,0.123033110871
lightgbm,without_returns,returns,12,0,11,4341,3.05343251475e-05,0.267480688292,0.221720742872,1.20638549568,0.512785072564,0.295208477309,0.132549505465
lightgbm,without_returns,returns,12,1,0,4341,-2.4705711462e-05,-0.216422032407,0.218953253866,-0.988439443516,0.510942179221,0.315883436996,-0.107247493457
lightgbm,without_returns,returns,12,1,1,4341,-3.20635918897e-05,-0.280877064954,0.219366613906,-1.28040023937,0.508408200875,0.316632112416,-0.139188052393
lightgbm,without_returns,returns,12,1,2,4341,-1.16426602503e-05,-0.101989703793,0.222276042213,-0.458842540012,0.508177839208,0.313003916148,-0.0505407881466
lightgbm,without_returns,returns,12,1,3,4341,-1.56556540533e-05,-0.137143529507,0.221156148225,-0.620120808793,0.508638562543,0.317150426169,-0.0679611942452
lightgbm,without_returns,returns,12,1,4,4341,-3.55599559554e-05,-0.311505214169,0.222108924575,-1.40248850768,0.499193734163,0.306668970283,-0.154365768802
lightgbm,without_returns,returns,12,1,5,4341,-3.09736815173e-05,-0.271329450092,0.219204400947,-1.23779198282,0.501958074176,0.305171619443,-0.134456751467
lightgbm,without_returns,returns,12,1,6,4341,-4.43292914066e-05,-0.388324592722,0.221744264474,-1.75122722404,0.498502649159,0.320663441603,-0.192433453996
lightgbm,without_returns,returns,12,1,7,4341,-2.86842278893e-05,-0.25127383631,0.229568508506,-1.09454836792,0.503109882516,0.310930661138,-0.124518233267
lightgbm,without_returns,returns,12,1,8,4341,-2.39160174788e-05,-0.209504313114,0.224988431904,-0.931178155877,0.513015434232,0.304019811103,-0.103819431875
lightgbm,without_returns,returns,12,1,9,4341,-5.12329875891e-06,-0.044880097128,0.221265015567,-0.202834130886,0.503570605851,0.315307532827,-0.0222402399124
lightgbm,without_returns,returns,12,1,10,4341,-2.58970032917e-06,-0.0226857748835,0.220736348523,-0.102773172771,0.507486754204,0.309318129463,-0.0112418891289
lightgbm,without_returns,returns,12,1,11,4341,1.01347741652e-06,0.00887806216875,0.221804410596,0.0400265357434,0.508868924211,0.295208477309,0.00439950546513
lightgbm,without_returns,returns,12,2,0,4341,-5.62940551616e-05,-0.493135923216,0.219110896854,-2.25062253999,0.50264915918,0.315883436996,-0.244372493457
lightgbm,without_returns,returns,12,2,1,4341,-6.37268031314e-05,-0.558246795431,0.219516477764,-2.54307467538,0.504031329187,0.316632112416,-0.276638052393
lightgbm,without_returns,returns,12,2,2,4341,-4.29430518651e-05,-0.376181134339,0.222396741534,-1.69148671758,0.502188435844,0.313003916148,-0.186415788147
lightgbm,without_returns,returns,12,2,3,4341,-4.73706966702e-05,-0.414967302831,0.221295902905,-1.87516938806,0.503570605851,0.317150426169,-0.205636194245
lightgbm,without_returns,returns,12,2,4,4341,-6.62268529837e-05,-0.580147232137,0.222235283662,-2.61050910808,0.494356139138,0.306668970283,-0.287490768802
lightgbm,without_returns,returns,12,2,5,4341,-6.14908434616e-05,-0.538659788723,0.219349787103,-2.4557114727,0.493434692467,0.305171619443,-0.266931751467
lightgbm,without_returns,returns,12,2,6,4341,-7.6395635567e-05,-0.669225767567,0.221928994225,-3.01549497804,0.492973969132,0.320663441603,-0.331633453996
lightgbm,without_returns,returns,12,2,7,4341,-5.97772940031e-05,-0.523649095467,0.229722301627,-2.27948741484,0.498733010827,0.310930661138,-0.259493233267
lightgbm,without_returns,returns,12,2,8,4341,-5.43179985891e-05,-0.475825667641,0.225144288524,-2.11342544268,0.50472241419,0.304019811103,-0.235794431875
lightgbm,without_returns,returns,12,2,9,4341,-3.66540520416e-05,-0.321089495884,0.22136429256,-1.45050266315,0.498733010827,0.315307532827,-0.159115239912
lightgbm,without_returns,returns,12,2,10,4341,-3.35215132755e-05,-0.293648456293,0.220865547086,-1.32953491464,0.499884819166,0.309318129463,-0.145516889129
lightgbm,without_returns,returns,12,2,11,4341,-2.85073703144e-05,-0.249724563954,0.221946229397,-1.12515794764,0.50472241419,0.295208477309,-0.123750494535
lightgbm,without_returns,returns,12,5,0,4341,-0.00015105908626,-1.32327759564,0.219978873205,-6.01547583349,0.487214927436,0.315883436996,-0.655747493457
lightgbm,without_returns,returns,12,5,1,4341,-0.000158716436856,-1.39035598686,0.220357752428,-6.30953969869,0.486063119097,0.316632112416,-0.688988052393
lightgbm,without_returns,returns,12,5,2,4341,-0.00013684422671,-1.19875542598,0.223132931462,-5.37238236474,0.4867542041,0.313003916148,-0.594040788147
lightgbm,without_returns,returns,12,5,3,4341,-0.000142515824521,-1.2484386228,0.22210412349,-5.62096103029,0.487675650772,0.317150426169,-0.618661194245
lightgbm,without_returns,returns,12,5,4,4341,-0.000158227544069,-1.38607328604,0.222981823125,-6.21608195061,0.476387929049,0.306668970283,-0.686865768802
lightgbm,without_returns,returns,12,5,5,4341,-0.000153042329294,-1.34065080462,0.220151305195,-6.0896791115,0.476848652384,0.305171619443,-0.664356751467
lightgbm,without_returns,returns,12,5,6,4341,-0.000172594668048,-1.5119292921,0.222875615597,-6.78373579832,0.474775397374,0.320663441603,-0.749233453996
lightgbm,without_returns,returns,12,5,7,4341,-0.000153056492344,-1.34077487294,0.2305498177,-5.81555381963,0.482146970744,0.310930661138,-0.664418233267
lightgbm,without_returns,returns,12,5,8,4341,-0.00014552394192,-1.27478973122,0.225969414182,-5.64142601261,0.484220225754,0.304019811103,-0.631719431875
lightgbm,without_returns,returns,12,5,9,4341,-0.00013124631189,-1.14971769215,0.222051262453,-5.17771292741,0.482146970744,0.315307532827,-0.569740239912
lightgbm,without_returns,returns,12,5,10,4341,-0.000126316952114,-1.10653650052,0.221622523267,-4.99288828685,0.482146970744,0.309318129463,-0.548341889129
lightgbm,without_returns,returns,12,5,11,4341,-0.000117069913507,-1.02553244232,0.22271925368,-4.60459715709,0.490670352453,0.295208477309,-0.508200494535
lightgbm,without_returns,returns,12,10,0,4341,-0.000309000804758,-2.70684704968,0.222723426973,-12.1534006838,0.461644782308,0.315883436996,-1.34137249346
lightgbm,without_returns,returns,12,10,1,4341,-0.000317032493065,-2.77720463925,0.223047275587,-12.4511928332,0.457498272287,0.316632112416,-1.37623805239
lightgbm,without_returns,returns,12,10,2,4341,-0.000293346184784,-2.56971257871,0.225591578656,-11.3909951516,0.459801888966,0.313003916148,-1.27341578815
lightgbm,without_returns,returns,12,10,3,4341,-0.000301091037605,-2.63755748942,0.224730325867,-11.7365445863,0.457728633955,0.317150426169,-1.30703619425
lightgbm,without_returns,returns,12,10,4,4341,-0.00031156202921,-2.72928337588,0.225435766587,-12.1067008008,0.450817783921,0.306668970283,-1.3524907688
lightgbm,without_returns,returns,12,10,5,4341,-0.000305628139016,-2.67730249778,0.222688887213,-12.0226138416,0.451739230592,0.305171619443,-1.32673175147
lightgbm,without_returns,returns,12,10,6,4341,-0.00033292638885,-2.91643516632,0.225741558587,-12.9193542588,0.444137295554,0.320663441603,-1.445233454
lightgbm,without_returns,returns,12,10,7,4341,-0.000308521822913,-2.70265116872,0.233133596145,-11.592714278,0.455425017277,0.310930661138,-1.33929323327
lightgbm,without_returns,returns,12,10,8,4341,-0.000297533847472,-2.60639650385,0.228520769202,-11.4055125622,0.45726791062,0.304019811103,-1.29159443188
lightgbm,without_returns,returns,12,10,9,4341,-0.000288900078303,-2.53076468593,0.224478060774,-11.2739956734,0.454273208938,0.315307532827,-1.25411523991
lightgbm,without_returns,returns,12,10,10,4341,-0.000280976016846,-2.46134990757,0.224099897729,-10.9832709989,0.456807187284,0.309318129463,-1.21971688913
lightgbm,without_returns,returns,12,10,11,4341,-0.000264674152162,-2.31854557294,0.225151571613,-10.2977099219,0.465791292329,0.295208477309,-1.14895049453
ridge,full,,16,0,0,4341,4.19305564733e-05,0.367311674706,0.211887881794,1.73351902712,0.497581202488,1.36103432389,0.182020545651
ridge,full,,16,0,1,4341,8.94298911749e-05,0.783405846692,0.212587204929,3.68510347062,0.513015434232,1.39553098364,0.38821515759
ridge,full,,16,0,2,4341,1.39777294214e-05,0.122444909732,0.208340400876,0.587715628926,0.506795669201,1.38971435153,0.0606773234184
ridge,full,,16,0,3,4341,3.59122457001e-05,0.314591272333,0.212620957759,1.47958731655,0.499654457498,1.38372494817,0.155895058584
ridge,full,,16,0,4,4341,5.16012797141e-05,0.452027210295,0.211775684403,2.13446228055,0.509560009214,1.39518544114,0.224001155239
ridge,full,,16,0,5,4341,7.05266370072e-05,0.617813340183,0.213707074321,2.89093537098,0.516470859249,1.40520617369,0.306156131248
ridge,full,,16,0,6,4341,4.02294819923e-05,0.352410262252,0.210277196135,1.67593190669,0.503109882516,1.38648928818,0.174636181329
ridge,full,,16,0,7,4341,4.79627424167e-05,0.420153623571,0.213488000577,1.96804327379,0.508638562543,1.38896567611,0.208206264831
ridge,full,,16,0,8,4341,2.97264876047e-05,0.260404031417,0.20945459526,1.24324811825,0.501727712509,1.40031098825,0.129042682692
ridge,full,,16,0,9,4341,-5.36121184622e-06,-0.0469642157729,0.210763287372,-0.222829205022,0.503800967519,1.39915917991,-0.0232730206244
ridge,full,,16,0,10,4341,3.27199201974e-05,0.286626500929,0.205859433388,1.39234086198,0.503109882516,1.41038931122,0.142037173577
ridge,full,,16,0,11,4341,7.59341878128e-05,0.66518348524,0.20616952558,3.22639091966,0.51002073255,1.40238424326,0.329630309295
ridge,full,,16,1,0,4341,-9.41728759156e-05,-0.82495439302,0.211927236767,-3.89263034617,0.460492973969,1.36103432389,-0.408804454349
ridge,full,,16,1,1,4341,-5.01232071895e-05,-0.43907929498,0.212572944387,-2.0655464704,0.474775397374,1.39553098364,-0.21758484241
ridge,full,,16,1,2,4341,-0.000124993705732,-1.09494486221,0.208313414799,-5.25623788207,0.469016355678,1.38971435153,-0.542597676582
ridge,full,,16,1,3,4341,-0.000102460249117,-0.897551782263,0.212743559334,-4.21893750895,0.463487675651,1.38372494817,-0.444779941416
ridge,full,,16,1,4,4341,-8.79172644002e-05,-0.770155236146,0.211824327953,-3.63582051028,0.471089610689,1.39518544114,-0.381648844761
ridge,full,,16,1,5,4341,-6.99939803621e-05,-0.613147267972,0.213821822959,-2.86756168986,0.476848652384,1.40520617369,-0.303843868752
ridge,full,,16,1,6,4341,-9.8419446826e-05,-0.862154354195,0.2103081251,-4.09948190915,0.463257313983,1.38648928818,-0.427238818671
ridge,full,,16,1,7,4341,-9.09338251944e-05,-0.796580308703,0.213553061866,-3.73012824889,0.470628887353,1.38896567611,-0.394743735169
ridge,full,,16,1,8,4341,-0.00011030461122,-0.966268394291,0.209604496858,-4.6099602288,0.461875143976,1.40031098825,-0.478832317308
ridge,full,,16,1,9,4341,-0.000145277129837,-1.27262765738,0.210633269534,-6.0419118983,0.467864547339,1.39915917991,-0.630648020624
ridge,full,,16,1,10,4341,-0.000108319010925,-0.948874535699,0.20587440674,-4.60899706149,0.465560930661,1.41038931122,-0.470212826423
ridge,full,,16,1,11,4341,-6.43042365134e-05,-0.563305111857,0.206176108177,-2.73215513106,0.469707440682,1.40238424326,-0.279144690705
ridge,full,,16,2,0,4341,-0.000230276308304,-2.01722046075,0.212007632193,-9.51484830939,0.424786915457,1.36103432389,-0.999629454349
ridge,full,,16,2,1,4341,-0.000189676305554,-1.66156443665,0.21260028251,-7.815438517,0.436765722184,1.39553098364,-0.82338484241
ridge,full,,16,2,2,4341,-0.000263965140885,-2.31233463415,0.20832843129,-11.0994674123,0.43400138217,1.38971435153,-1.14587267658
ridge,full,,16,2,3,4341,-0.000240832743934,-2.10969483686,0.212908518573,-9.908926383,0.428472702142,1.38372494817,-1.04545494142
ridge,full,,16,2,4,4341,-0.000227435808514,-1.99233768259,0.21191465276,-9.40160416773,0.433079935499,1.39518544114,-0.987298844761
ridge,full,,16,2,5,4341,-0.000210514597731,-1.84410787613,0.213977511092,-8.61823219981,0.436535360516,1.40520617369,-0.913843868752
ridge,full,,16,2,6,4341,-0.000237068375644,-2.07671897064,0.210380884813,-9.87123413084,0.430085233817,1.38648928818,-1.02911381867
ridge,full,,16,2,7,4341,-0.000229830392806,-2.01331424098,0.213659896596,-9.42298612445,0.438608615526,1.38896567611,-0.997693735169
ridge,full,,16,2,8,4341,-0.000250335710046,-2.19294082,0.209795922563,-10.4527332715,0.425938723796,1.40031098825,-1.08670731731
ridge,full,,16,2,9,4341,-0.000285193047829,-2.49829109898,0.210546811296,-11.8657275482,0.423865468786,1.39915917991,-1.23802302062
ridge,full,,16,2,10,4341,-0.000249357942046,-2.18437557233,0.205931482272,-10.6072930094,0.426860170468,1.41038931122,-1.08246282642
ridge,full,,16,2,11,4341,-0.00020454266084,-1.79179370895,0.206225987376,-8.68849620627,0.431237042156,1.40238424326,-0.887919690705
ridge,full,,16,5,0,4341,-0.000638586605471,-5.59401866393,0.212494476468,-26.3254779932,0.325040313292,1.36103432389,-2.77210445435
ridge,full,,16,5,1,4341,-0.000608335600647,-5.32901986167,0.212931606743,-25.0269086078,0.335406588344,1.39553098364,-2.64078484241
ridge,full,,16,5,2,4341,-0.000680879446345,-5.96450394998,0.208625278626,-28.5895553466,0.329186823313,1.38971435153,-2.95569767658
ridge,full,,16,5,3,4341,-0.000655950228384,-5.74612400065,0.21365643521,-26.8942238739,0.320202718268,1.38372494817,-2.84747994142
ridge,full,,16,5,4,4341,-0.000645991440857,-5.65888502191,0.21243506038,-26.6381877444,0.328726099977,1.39518544114,-2.80424884476
ridge,full,,16,5,5,4341,-0.000632076449839,-5.53698970059,0.214689204711,-25.7907224914,0.336558396683,1.40520617369,-2.74384386875
ridge,full,,16,5,6,4341,-0.000653015162099,-5.72041281999,0.210849590913,-27.1303007761,0.331720801659,1.38648928818,-2.83473881867
ridge,full,,16,5,7,4341,-0.000646520095639,-5.6635160378,0.214230294287,-26.4365787138,0.336328035015,1.38896567611,-2.80654373517
ridge,full,,16,5,8,4341,-0.000670429006521,-5.87295809712,0.21061808932,-27.8843954766,0.318590186593,1.40031098825,-2.91033231731
ridge,full,,16,5,9,4341,-0.000704940801802,-6.17528142379,0.210549195615,-29.3293992682,0.326192121631,1.39915917991,-3.06014802062
ridge,full,,16,5,10,4341,-0.000672474735412,-5.89087868221,0.206354843755,-28.5473244777,0.329647546648,1.41038931122,-2.91921282642
ridge,full,,16,5,11,4341,-0.000625257933818,-5.47725950025,0.206634954972,-26.5069358715,0.32204561161,1.40238424326,-2.7142446907
ridge,full,,16,10,0,4341,-0.00131910376742,-11.5553490026,0.214117748902,-53.9672636287,0.207095139369,1.36103432389,-5.72622945435
ridge,full,,16,10,1,4341,-0.00130610109247,-11.44144557,0.214309542262,-53.387476121,0.206404054365,1.39553098364,-5.66978484241
ridge,full,,16,10,2,4341,-0.00137573662211,-12.0514528097,0.209954280466,-57.4003672748,0.194655609307,1.38971435153,-5.97207267658
ridge,full,,16,10,3,4341,-0.00134781270247,-11.8068392736,0.215736169905,-54.7281398331,0.21008984105,1.38372494817,-5.85085494142
ridge,full,,16,10,4,4341,-0.00134358416143,-11.7697972541,0.214126335574,-54.9666028821,0.205252246026,1.39518544114,-5.83249884476
ridge,full,,16,10,5,4341,-0.00133467953669,-11.6917927414,0.216681375882,-53.9584571759,0.207555862704,1.40520617369,-5.79384386875
