model,top_count,cost_bps,cohort,period_count,mean_net_return,annualized_net_return,annualized_volatility,annualized_sharpe,positive_fraction,mean_turnover,cumulative_net_log_return
lightgbm,2,5,9,4341,-0.000276132366527,-2.41891953078,0.294863910484,-8.20351167021,0.457728633955,0.521653996775,-1.19869060309
lightgbm,2,5,10,4341,-0.000264496172519,-2.31698647126,0.292557062093,-7.91977624702,0.464409122322,0.525224602626,-1.1481778849
lightgbm,2,5,11,4341,-0.000205718683549,-1.80209566789,0.297040720411,-6.06683038405,0.472241419028,0.519926284266,-0.893024805288
lightgbm,2,10,0,4341,-0.000467990688862,-4.09959843443,0.301663566469,-13.5899687271,0.428933425478,0.516125316747,-2.03154758035
lightgbm,2,10,1,4341,-0.000494221851544,-4.32938341952,0.302598120187,-14.3073705046,0.42340474545,0.517507486754,-2.14541705755
lightgbm,2,10,2,4341,-0.000518846267519,-4.54509330347,0.291683282993,-15.5822893134,0.428242340475,0.519465560931,-2.2523116473
lightgbm,2,10,3,4341,-0.000490461188339,-4.29644000985,0.293015787418,-14.662827719,0.426860170468,0.519580741765,-2.12909201858
lightgbm,2,10,4,4341,-0.000478551391381,-4.1921101885,0.295812091882,-14.1715308588,0.418567150426,0.512900253398,-2.07739158998
lightgbm,2,10,5,4341,-0.000482848311588,-4.22975120951,0.301250371829,-14.0406505852,0.426860170468,0.51796821009,-2.0960445206
lightgbm,2,10,6,4341,-0.000549268611309,-4.81159303507,0.304453178592,-15.8040492706,0.411195577056,0.538815941027,-2.38437504169
lightgbm,2,10,7,4341,-0.0005155610295,-4.51631461842,0.296936796672,-15.2096832357,0.41925823543,0.528564846809,-2.23805042906
lightgbm,2,10,8,4341,-0.000499933441127,-4.37941694427,0.300359621927,-14.5805781622,0.432388850495,0.525800506796,-2.17021106793
lightgbm,2,10,9,4341,-0.000536959364915,-4.70376403665,0.298304102894,-15.7683517961,0.418797512094,0.521653996775,-2.33094060309
lightgbm,2,10,10,4341,-0.000527108473832,-4.61747023077,0.296078729407,-15.5954135578,0.428933425478,0.525224602626,-2.2881778849
lightgbm,2,10,11,4341,-0.000465681825683,-4.07937279298,0.300956476399,-13.5546934952,0.43400138217,0.519926284266,-2.02152480529
lightgbm,3,0,0,4341,5.83288987508e-05,0.510961153057,0.252846113096,2.02083847286,0.525685325962,0.396759579206,0.253205749477
lightgbm,3,0,1,4341,4.90480099971e-05,0.429660567574,0.25625100362,1.67671759917,0.519926284266,0.39952391922,0.212917411397
